2022-03-14

Set 1 : 45x5

Set 2 : 52.5x5

Set 3 : 60x9


1RM: 78

2022-03-05

Set 1 : 62.5x7

Set 2 : 62.5x6

Set 3 : 62.5x6

Set 4 : 62.5x5

Set 5 : 62.5x5

Set 6 : 65x1

Set 7 : 67.5x1

Set 8 : 70x1


1RM: 77.08

2022-02-12

Set 1 : 62.5x7

Set 2 : 62.5x7

Set 3 : 62.5x6

Set 4 : 62.5x6


1RM: 77.08

2022-02-09

Set 1 : 62.5x8

Set 2 : 62.5x7

Set 3 : 62.5x7

Set 4 : 62.5x7


1RM: 79.17

2022-02-06

Set 1 : 62.5x6

Set 2 : 62.5x6

Set 3 : 62.5x6

Set 4 : 62.5x6


1RM: 75

2022-02-02

Set 1 : 62.5x8

Set 2 : 62.5x7

Set 3 : 62.5x6

Set 4 : 62.5x6


1RM: 79.17

2022-01-30

Set 1 : 62.5x7

Set 2 : 62.5x7

Set 3 : 62.5x6

Set 4 : 62.5x5


1RM: 77.08

2022-01-28

Set 1 : 62.5x8

Set 2 : 62.5x7

Set 3 : 62.5x7

Set 4 : 62.5x5


1RM: 79.17

2022-01-24

Set 1 : 62.5x7

Set 2 : 62.5x7

Set 3 : 62.5x6

Set 4 : 62.5x6


1RM: 77.08

2022-01-21

Set 1 : 62.5x8

Set 2 : 62.5x7

Set 3 : 62.5x7

Set 4 : 62.5x6


1RM: 79.17

2022-01-17

Set 1 : 62.5x7

Set 2 : 62.5x6

Set 3 : 62.5x6

Set 4 : 62.5x6


1RM: 77.08

2022-01-13

Set 1 : 60x8

Set 2 : 60x7

Set 3 : 60x7

Set 4 : 60x7


1RM: 76

2022-01-11

Set 1 : 60x7

Set 2 : 60x7

Set 3 : 60x7

Set 4 : 60x7


1RM: 74

2022-01-09

Set 1 : 67.5x5

Set 2 : 67.5x5

Set 3 : 67.5x5

Set 4 : 67.5x4

Set 5 : 67.5x5


1RM: 78.75

2022-01-06

Set 1 : 65x5

Set 2 : 65x5

Set 3 : 65x5

Set 4 : 65x5


1RM: 75.83

2022-01-03

Set 1 : 65x5

Set 2 : 67.5x5

Set 3 : 67.5x5

Set 4 : 67.5x4

Set 5 : 67.5x4


1RM: 78.75

2021-12-30

